 1.000, -0.000,  0.000, -0.000
 1.000, -0.028,  0.003,  0.016
 1.000, -0.028,  0.003,  0.016
 1.000, -0.028,  0.003,  0.016
 1.000, -0.026,  0.003,  0.019
 1.000, -0.026,  0.003,  0.020
 1.000, -0.026,  0.002,  0.020
 1.000, -0.028,  0.002,  0.019
 1.000, -0.027,  0.001,  0.021
 1.000, -0.026,  0.001,  0.023
 1.000, -0.028,  0.001,  0.021
 1.000, -0.027,  0.000,  0.023
 1.000, -0.027,  0.000,  0.021
 1.000, -0.029, -0.000,  0.021
 1.000, -0.029, -0.000,  0.019
 1.000, -0.029, -0.001,  0.019
 1.000, -0.028, -0.001,  0.020
 1.000, -0.027, -0.001,  0.020
 1.000, -0.027, -0.001,  0.019
 1.000, -0.028, -0.001,  0.019
 1.000, -0.026,  0.001,  0.017
 1.000, -0.026,  0.001,  0.017
 1.000, -0.024,  0.001,  0.017
 1.000, -0.026,  0.001,  0.017
 1.000, -0.026,  0.001,  0.018
 1.000, -0.026,  0.000,  0.019
 1.000, -0.026, -0.000,  0.018
 1.000, -0.026, -0.001,  0.018
 1.000, -0.024, -0.001,  0.019
 1.000, -0.024, -0.001,  0.018
 1.000, -0.024, -0.001,  0.016
 1.000, -0.024, -0.001,  0.016
 1.000, -0.024, -0.001,  0.018
 1.000, -0.024, -0.000,  0.016
 1.000, -0.025, -0.000,  0.014
 1.000, -0.023, -0.000,  0.014
 1.000, -0.023, -0.000,  0.013
 1.000, -0.023, -0.000,  0.013
 1.000, -0.024, -0.000,  0.015
 1.000, -0.023, -0.000,  0.015
 1.000, -0.022,  0.000,  0.014
 1.000, -0.022,  0.000,  0.014
 1.000, -0.022, -0.000,  0.014
 1.000, -0.022, -0.000,  0.014
 1.000, -0.022,  0.000,  0.013
 1.000, -0.022, -0.000,  0.014
 1.000, -0.022, -0.000,  0.013
 1.000, -0.023, -0.001,  0.011
 1.000, -0.025, -0.001,  0.011
 1.000, -0.023, -0.001,  0.011
 1.000, -0.023,  0.001,  0.009
 1.000, -0.023,  0.001,  0.009
 1.000, -0.023,  0.001,  0.009
 1.000, -0.023,  0.000,  0.009
 1.000, -0.023,  0.000,  0.009
 1.000, -0.025,  0.000,  0.007
 1.000, -0.025,  0.001,  0.007
 1.000, -0.027,  0.001,  0.009
 1.000, -0.027,  0.001,  0.007
 1.000, -0.027,  0.001,  0.009
 1.000, -0.027,  0.001,  0.011
 1.000, -0.027,  0.001,  0.011
 1.000, -0.027,  0.001,  0.011
 1.000, -0.027,  0.001,  0.010
 1.000, -0.027,  0.003,  0.009
 1.000, -0.027,  0.004,  0.011
 1.000, -0.028,  0.004,  0.012
 1.000, -0.027,  0.003,  0.011
 1.000, -0.027,  0.003,  0.011
 1.000, -0.027,  0.003,  0.013
 1.000, -0.029,  0.003,  0.011
 1.000, -0.028,  0.003,  0.011
 1.000, -0.028,  0.001,  0.009
 1.000, -0.028,  0.001,  0.011
 1.000, -0.029,  0.001,  0.011
 1.000, -0.027,  0.001,  0.012
 1.000, -0.025,  0.001,  0.012
 1.000, -0.026,  0.001,  0.012
 1.000, -0.026,  0.001,  0.010
 1.000, -0.024,  0.001,  0.010
 1.000, -0.024,  0.002,  0.012
 1.000, -0.024,  0.001,  0.010
 1.000, -0.024,  0.001,  0.012
 1.000, -0.024,  0.001,  0.012
 1.000, -0.026,  0.000,  0.010
 1.000, -0.026, -0.000,  0.010
 1.000, -0.028,  0.000,  0.012
 1.000, -0.031,  0.000,  0.010
 1.000, -0.029,  0.001,  0.010
 1.000, -0.029,  0.001,  0.013
 1.000, -0.029,  0.001,  0.013
 1.000, -0.029, -0.000,  0.011
 1.000, -0.028,  0.002,  0.011
 1.000, -0.026,  0.002,  0.010
 1.000, -0.026,  0.003,  0.009
 1.000, -0.026,  0.003,  0.007
 1.000, -0.027,  0.003,  0.004
 1.000, -0.027,  0.003, -0.001
 1.000, -0.028,  0.003, -0.006
 1.000, -0.028,  0.005, -0.009
 1.000, -0.029,  0.005, -0.009
 1.000, -0.029,  0.005, -0.009
 1.000, -0.029,  0.005, -0.011
 1.000, -0.029,  0.006, -0.011
 1.000, -0.028,  0.008, -0.013
 1.000, -0.026,  0.009, -0.011
 1.000, -0.026,  0.010, -0.011
 1.000, -0.026,  0.012, -0.013
 1.000, -0.027,  0.013, -0.013
 1.000, -0.027,  0.012, -0.011
 1.000, -0.025,  0.014, -0.013
 1.000, -0.025,  0.021, -0.011
 1.000, -0.025,  0.027, -0.007
 1.000, -0.025,  0.034, -0.002
 1.000, -0.023,  0.046,  0.002
 0.999, -0.022,  0.059,  0.003
 1.000, -0.020,  0.046,  0.003
 1.000, -0.020,  0.035,  0.004
 1.001, -0.020,  0.023,  0.003
 1.001, -0.019,  0.012,  0.003
 1.001, -0.019,  0.003,  0.003
 1.001, -0.020, -0.011,  0.001
 1.001, -0.022, -0.018,  0.002
 1.001, -0.022, -0.020,  0.003
 1.001, -0.022, -0.021,  0.001
 1.001, -0.022, -0.022,  0.000
 1.001, -0.021, -0.027, -0.000
 1.001, -0.021, -0.039, -0.000
 1.001, -0.021, -0.024,  0.000
 1.001, -0.022, -0.010,  0.002
 1.002, -0.022,  0.001,  0.002
 1.002, -0.022,  0.015, -0.000
 1.001, -0.024,  0.030, -0.000
 1.002, -0.024,  0.017, -0.001
 1.002, -0.026,  0.003, -0.001
 1.002, -0.027, -0.008, -0.002
 1.002, -0.027, -0.019, -0.001
 1.002, -0.027, -0.028, -0.002
 1.001, -0.026, -0.038, -0.003
 1.001, -0.024, -0.049, -0.006
 1.000, -0.021, -0.060, -0.007
 1.001, -0.018, -0.046, -0.008
 1.002, -0.017, -0.035, -0.008
 1.002, -0.018, -0.024, -0.010
 1.003, -0.019, -0.011, -0.009
 1.003, -0.024, -0.000, -0.006
 1.002, -0.039,  0.014,  0.004
 1.002, -0.040,  0.015,  0.004
 1.002, -0.043,  0.018,  0.005
 1.002, -0.045,  0.026,  0.006
 1.002, -0.047,  0.032,  0.006
 1.001, -0.047,  0.040,  0.006
 1.001, -0.045,  0.046,  0.005
 1.001, -0.044,  0.049,  0.003
 1.001, -0.042,  0.050,  0.003
 1.001, -0.039,  0.047,  0.001
 1.002, -0.037,  0.039, -0.003
 1.001, -0.036,  0.059, -0.004
 1.000, -0.034,  0.076, -0.007
 0.999, -0.033,  0.093, -0.010
 0.998, -0.030,  0.109, -0.014
 0.996, -0.027,  0.121, -0.019
 0.995, -0.025,  0.131, -0.023
 0.994, -0.023,  0.141, -0.026
 0.993, -0.022,  0.149, -0.029
 0.992, -0.023,  0.154, -0.032
 0.991, -0.023,  0.160, -0.035
 0.990, -0.024,  0.162, -0.037
 0.990, -0.023,  0.162, -0.040
 0.991, -0.023,  0.157, -0.044
 0.992, -0.024,  0.150, -0.048
 0.992, -0.025,  0.144, -0.052
 0.993, -0.027,  0.138, -0.056
 0.993, -0.026,  0.133, -0.061
 0.994, -0.026,  0.129, -0.067
 0.994, -0.025,  0.127, -0.071
 0.994, -0.022,  0.124, -0.072
 0.995, -0.018,  0.118, -0.071
 0.997, -0.015,  0.106, -0.069
 0.997, -0.010,  0.098, -0.069
 0.997, -0.006,  0.104, -0.067
 0.996, -0.004,  0.117, -0.065
 0.998, -0.005,  0.102, -0.064
 0.999, -0.003,  0.086, -0.064
 0.998,  0.001,  0.102, -0.065
 0.997,  0.006,  0.110, -0.066
 0.997,  0.011,  0.111, -0.067
 0.997,  0.016,  0.111, -0.068
 0.996,  0.020,  0.113, -0.068
 0.995,  0.024,  0.124, -0.068
 0.997,  0.024,  0.112, -0.068
 0.997,  0.022,  0.107, -0.066
 0.998,  0.020,  0.100, -0.066
 0.999,  0.018,  0.094, -0.068
 0.999,  0.015,  0.089, -0.070
 0.999,  0.014,  0.082, -0.072
 1.000,  0.012,  0.076, -0.073
 1.000,  0.011,  0.071, -0.073
 1.001,  0.012,  0.064, -0.068
 1.002,  0.011,  0.059, -0.065
 1.002,  0.010,  0.060, -0.061
 1.002,  0.007,  0.064, -0.057
 1.002,  0.004,  0.071, -0.054
 1.001,  0.001,  0.086, -0.050
 1.002, -0.002,  0.074, -0.047
 1.003, -0.006,  0.064, -0.045
 1.003, -0.011,  0.056, -0.044
 1.004, -0.016,  0.051, -0.044
 1.004, -0.022,  0.048, -0.045
 1.003, -0.028,  0.049, -0.046
 1.003, -0.034,  0.055, -0.050
 1.002, -0.040,  0.065, -0.052
 1.001, -0.044,  0.078, -0.052
 1.000, -0.048,  0.094, -0.050
 1.001, -0.053,  0.080, -0.045
 1.002, -0.056,  0.066, -0.041
 1.001, -0.059,  0.083, -0.036
 1.000, -0.061,  0.093, -0.032
 1.000, -0.060,  0.101, -0.027
 0.999, -0.061,  0.110, -0.024
 0.998, -0.061,  0.121, -0.022
 0.995, -0.062,  0.140, -0.015
 0.993, -0.062,  0.157, -0.010
 0.991, -0.062,  0.169, -0.010
 0.990, -0.062,  0.175, -0.007
 0.991, -0.063,  0.172, -0.003
 0.993, -0.062,  0.158,  0.001
 0.991, -0.060,  0.174,  0.003
 0.989, -0.056,  0.183,  0.006
 0.988, -0.051,  0.191,  0.008
 0.986, -0.045,  0.204,  0.009
 0.989, -0.038,  0.192,  0.012
 0.991, -0.031,  0.180,  0.014
 0.993, -0.025,  0.170,  0.017
 0.995, -0.020,  0.160,  0.020
 0.996, -0.014,  0.152,  0.023
 0.998, -0.011,  0.139,  0.025
 0.996, -0.009,  0.156,  0.029
 0.993, -0.009,  0.173,  0.030
 0.990, -0.010,  0.190,  0.031
 0.987, -0.011,  0.204,  0.032
 0.985, -0.011,  0.214,  0.031
 0.984, -0.012,  0.221,  0.030
 0.983, -0.012,  0.227,  0.030
 0.981, -0.011,  0.234,  0.028
 0.979, -0.012,  0.244,  0.027
 0.977, -0.014,  0.251,  0.026
 0.976, -0.014,  0.254,  0.027
 0.976, -0.016,  0.253,  0.029
 0.979, -0.014,  0.245,  0.031
 0.974, -0.012,  0.262,  0.031
 0.971, -0.009,  0.275,  0.031
 0.969, -0.006,  0.280,  0.031
 0.970, -0.003,  0.278,  0.030
 0.972, -0.001,  0.271,  0.029
 0.975,  0.000,  0.260,  0.028
 0.979,  0.002,  0.246,  0.026
 0.982,  0.003,  0.232,  0.024
 0.984,  0.005,  0.224,  0.023
 0.987,  0.008,  0.212,  0.021
 0.989,  0.012,  0.202,  0.021
 0.993,  0.016,  0.186,  0.021
 0.995,  0.020,  0.174,  0.021
 0.996,  0.023,  0.165,  0.020
 0.997,  0.026,  0.159,  0.018
 0.997,  0.028,  0.160,  0.015
 0.997,  0.032,  0.162,  0.013
 0.996,  0.036,  0.165,  0.009
 0.996,  0.042,  0.165,  0.008
 0.996,  0.048,  0.160,  0.006
 0.997,  0.051,  0.156,  0.003
 0.997,  0.055,  0.157,  0.002
 0.996,  0.058,  0.162,  0.002
 0.994,  0.061,  0.168,  0.000
 0.996,  0.066,  0.154, -0.000
 0.998,  0.071,  0.142, -0.000
 1.000,  0.073,  0.128, -0.001
 1.001,  0.074,  0.115, -0.001
 1.003,  0.075,  0.106, -0.000
 1.004,  0.075,  0.093,  0.001
 1.002,  0.076,  0.107,  0.004
 1.001,  0.079,  0.116,  0.008
 1.000,  0.081,  0.123,  0.009
 0.999,  0.082,  0.133,  0.012
 0.997,  0.082,  0.147,  0.016
 0.999,  0.083,  0.131,  0.019
 1.001,  0.083,  0.115,  0.020
 1.003,  0.083,  0.099,  0.021
 1.005,  0.081,  0.079,  0.019
 1.006,  0.079,  0.067,  0.018
 1.008,  0.075,  0.055,  0.016
 1.008,  0.073,  0.044,  0.013
 1.009,  0.070,  0.033,  0.012
 1.010,  0.067,  0.023,  0.013
 1.010,  0.067,  0.011,  0.012
 1.010,  0.065, -0.001,  0.013
 1.010,  0.064, -0.015,  0.014
 1.010,  0.063, -0.025,  0.014
 1.010,  0.061, -0.032,  0.014
 1.010,  0.061, -0.039,  0.014
 1.010,  0.060, -0.044,  0.014
 1.010,  0.059, -0.045,  0.014
 1.010,  0.057, -0.040,  0.013
 1.010,  0.055, -0.033,  0.013
 1.011,  0.054, -0.018,  0.013
 1.011,  0.052, -0.032,  0.012
 1.011,  0.050, -0.042,  0.011
 1.010,  0.050, -0.051,  0.009
 1.010,  0.048, -0.060,  0.009
 1.009,  0.046, -0.070,  0.011
 1.009,  0.042, -0.079,  0.014
 1.009,  0.039, -0.083,  0.018
 1.009,  0.035, -0.086,  0.021
 1.008,  0.031, -0.089,  0.024
 1.008,  0.027, -0.091,  0.026
 1.008,  0.024, -0.091,  0.029
 1.008,  0.020, -0.090,  0.031
 1.009,  0.016, -0.085,  0.034
 1.009,  0.012, -0.078,  0.037
 1.010,  0.008, -0.068,  0.043
 1.010,  0.005, -0.060,  0.045
 1.011,  0.004, -0.051,  0.049
 1.011,  0.004, -0.045,  0.052
 1.011,  0.005, -0.036,  0.056
 1.011,  0.004, -0.026,  0.060
 1.011,  0.003, -0.015,  0.067
 1.011,  0.003, -0.002,  0.072
 1.011,  0.003,  0.012,  0.077
 1.010,  0.002,  0.028,  0.083
 1.009,  0.002,  0.045,  0.091
 1.008,  0.001,  0.060,  0.098
 1.007,  0.003,  0.072,  0.099
 1.007,  0.010,  0.074,  0.099
 1.007,  0.014,  0.067,  0.100
 1.008,  0.017,  0.057,  0.101
 1.008,  0.015,  0.045,  0.103
 1.009,  0.012,  0.034,  0.104
 1.009,  0.008,  0.021,  0.104
 1.009,  0.003,  0.039,  0.103
 1.008,  0.000,  0.053,  0.102
 1.008, -0.001,  0.066,  0.100
 1.007, -0.001,  0.073,  0.100
 1.008,  0.003,  0.072,  0.096
 1.008,  0.005,  0.073,  0.091
 1.008,  0.009,  0.076,  0.086
 1.008,  0.013,  0.082,  0.083
 1.008,  0.014,  0.091,  0.081
 1.007,  0.015,  0.097,  0.080
 1.007,  0.016,  0.095,  0.080
 1.008,  0.016,  0.086,  0.082
 1.009,  0.015,  0.073,  0.081
 1.010,  0.012,  0.060,  0.081
 1.009,  0.008,  0.078,  0.082
 1.008,  0.005,  0.088,  0.082
 1.008,  0.003,  0.092,  0.081
